id,name_zh,name_en,country,country_en,url,開放第二次出國交換之同學選填,申請組別,GPA要求,年級限制,語言要求,不接受申請之學院,名額,學校年曆,註冊繳費,住宿資訊,注意事項,latitude,longitude
4,多倫多大學,University of Toronto (U of T),加拿大,Canada,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/4,否,一般組,,,,,一學期2名。,Fall Term: September - December；Spring Term: January - April,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,43.663462
2,維多利亞大學,University of Victoria (UVic),加拿大,Canada,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/2,是,一般組,,,,管理學院、法律學院、工學院,一學期2名。,Fall Term: September - December；Spring Term: January - April,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,48.46206
1,加拿大英屬哥倫比亞大學（卑詩大學）,The University of British Columbia (UBC),加拿大,Canada,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1,是,一般組,GPA 達2.80分以上,,,社會科學院新聞研究所、醫學院、法律學院、工學院、管理學院會計學研究所、管理學院財務金融學研究所、管理學院國際企業學研究所、管理學院資訊管理學研究所、管理學院商學研究所、管理學院管理學院企業管理碩士專班、理學院心理學研究所、社會科學院政治學研究所、文學院人類學研究所、社會科學院經濟學研究所,一學期4名。,Vancouver 校區：UBC Vancouver Academic Calendar；Okanagan 校區：UBC Okanagan Academic Calendar,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，Vancouver校區住宿資訊請參閱此連結、Okanagan校區請參閱此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,49.2484638
60,智利天主教大學,Pontificia Universidad Católica de Chile (UC Chile),智利,Chile,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/60,是,西語組,GPA 達3.70分以上,大二以上(僅限大學部)學生,"本校大二以上(僅限大學部)學生，以報名交換學生甄選時，本校教務處學籍系統上之年級為準。 2.	GPA 達3.70分以上。 3.	具西語檢定成績 B2(中高級) 級以上，DELE, SIELE",醫學院、公共衛生學院,全學年2名。,First Semester: March - July；Second Semester: August - December,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿。,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收。,-33.4548376,-70.5943911
1283,哥倫比亞安地斯大學,Universidad de los Andes,哥倫比亞,Colombia,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1283,是,西語組,GPA 達3.00分以上,,本校大二以上/碩一以上(不含博士生)學生，以報名交換學生甄選時，本校教務處學籍系統上之年級為準。 2.	歷年不得有不及格／不通過科目。 3.	GPA 達3.00分以上。 4.	具西語檢定成績 B2(中高級) 級以上,醫學院,全學年1名。,Fall Semester: August - December；Spring Semester: January - June,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，更多資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,4.6014026
1125,蒙特雷科技大學,,墨西哥,Mexico,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1125,是,西語組,GPA 達3.44分以上,大二以上(僅限大學部)學生,本校大二以上(僅限大學部)學生，以報名交換學生甄選時，本校教務處學籍系統上之年級為準。 2.	GPA 達3.44分以上，A minimum Grade Point Average of 80/100 or its equivalent in the student's home university grading scale is required。 3.	具西語檢定成績 B1(中級) 級以上,醫學院,全學年1名。,Spring semester: February - June；Fall semester: August - December,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,20.6770061
903,墨西哥國立自治大學,Universidad Nacional Autónoma de México (UNAM),墨西哥,Mexico,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/903,是,西語組,GPA 達3.70分以上,大二以上(僅限大學部)學生,"本校大二以上(僅限大學部)學生，以報名交換學生甄選時，本校教務處學籍系統上之年級為準。 2.	GPA 達3.70分以上，該校各系所之交換入學申請，尚有許多附加條件，請欲選擇至該校交換的同學，於選填志願前務必至該校網站查詢。 3.	具西語檢定成績 B2(中高級) 級以上，SIELE or DELE certificate, B2 at minimum",醫學院、生物資源暨農學院獸醫學系,全學年2名。,Fall Semester: August - December (incl. final exams period)；Spring Semester: January - June (incl. final exams period),須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，更多資訊請參考此連結。,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,['交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收'],19.321597
207,西北大學,Northwestern University,美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/207,否,一般組,GPA 達3.30分以上,,,管理學院、法律學院、醫學院,全學年2名。,Fall Quarter: September - December；Winter Quarter: January - Early-March,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，更多資訊請見此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,42.0557157
1282,德州大學奧斯汀分校,The University of Texas at Austin (UT Austin),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1282,否,一般組,GPA 達3.30分以上,,,醫學院、管理學院、法律學院,全學年1名。,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，更多資訊請參考此連結。,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,30.2851494
420,康乃爾大學,Cornell University,美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/420,否,一般組,GPA 達3.30分以上,,,管理學院、電機資訊學院、醫學院、生物資源暨農學院獸醫學系、法律學院,全學年1名。,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，詳情請參閱以下資訊：,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,42.4529076
1202,北卡羅來納大學格林斯伯勒分校,,美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1202,否,一般組,GPA 達2.75分以上,,,電機資訊學院電機工程學研究所、理學院心理學研究所、醫學院護理學系,全學年1名。,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,保證校內住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,36.0703549
980,斯克蘭頓大學,The University of Scranton,美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/980,是,一般組,GPA 達3.70分以上,,,文學院哲學系、醫學院,全學年0名。因交換學生往來不平衡，該校2025/2026年度不開放申請。,Fall Semester: August - December；Spring Semester: January - May,"須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔其他資訊交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收交換生資訊請參考此連結課程資訊請參考此連結Exchanges are available for any of Scranton’s 66 undergraduate disciplines except the Nursing, Physical Therapy and Occupational Therapy programs.Minimum academic workload per semester: 12 credit hours per semester (approx. 4 courses)Health Insurance (mandatory): All exchange students are required to purchase a University of Scranton health insurance policy (Geoblue) for the duration of their stay at the University. The cost of insurance is approximately $125 per month which will be automatically charged to your University account.Meningitis Immunization (mandatory): ALL students attending The University of Scranton must show proof of meningitis immunization. If you do not have the necessary documentation, or have not been immunized against meningitis, you must go to the Student Health Center upon arrival for this immunization. The health insurance which we will be purchasing, will not cover immunization, therefore, we recommend that you get your immunization at your home country.Estimated Costs Per Semester (Subject to change): $11,000 Room: $5,203Board (meals): $2,686-$3,180Books: $900Health Insurance: $500.00Miscellaneous/Personal Expenses: $1,000",保證住宿，住宿資訊請參考此連結,,,41.4064465
827,奧瑞岡州立大學,Oregon State University (OSU),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/827,是,一般組,,大二以上(僅限大學部)學生,,,全學年1名。,Fall Term: September - December；Winter Term: January - March,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,['交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收'],44.563056
863,康乃狄克大學,University of Connecticut (UConn),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/863,否,一般組,GPA 達3.20分以上,大二以上(僅限大學部)學生,,醫學院、法律學院、社會科學院社會工作學系,全學年1名。,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,41.8111114
1000,喬治梅森大學,George Mason University (GMU),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1000,是,一般組,GPA 達2.50分以上,,,醫學院護理學系、法律學院、管理學院管理學院企業管理碩士專班,全學年0名。因交換學生往來不平衡，該校2026/2027年度不開放申請。,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，詳細資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,38.8313333
1078,匹茲堡大學,University of Pittsburgh,美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1078,否,一般組,GPA 達3.30分以上,,,醫學院、管理學院,全學年0名。因交換學生往來不平衡，該校2025/2026年度不開放申請。,Fall Term: August - December；Spring Term: January - April,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔。,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,40.444153
799,新澤西州立羅格斯大學,"Rutgers, The State University of New Jersey",美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/799,否,一般組,,,,管理學院,全學年0名。因交換學生往來不平衡，該校2025/2026年度不開放申請。,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔。,保證校內住宿，詳細資訊請參考此連結。,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,40.5204169
872,南卡羅來納大學,University of South Carolina (U of SC),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/872,否,一般組,GPA 達2.75分以上,大二以上(僅限大學部)學生,,醫學院、管理學院、法律學院,全學年1名。,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,"[' Regional courses', '全學年1名', 'Fall Semester: August - December；Spring Semester: January - May', '須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔', '保證住宿，住宿資訊請參考此連結', '交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收']",34.0030656
368,伊利諾大學香檳分校,University of Illinois at Urbana-Champaign (UIUC),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/368,是,一般組,GPA 達3.30分以上,,,管理學院、工學院、電機資訊學院、法律學院、生物資源暨農學院獸醫學系、醫學院,全學年2名。,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿相關資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,40.0761545
612,北卡羅來納大學教堂山分校,The University of North Carolina at Chapel Hill (UNC-Chapel Hill),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/612,是,一般組,GPA 達3.00分以上,,,醫學院、法律學院、社會科學院新聞研究所、電機資訊學院、文學院圖書資訊學系、文學院圖書資訊學研究所、管理學院、公共衛生學院、社會科學院國家發展研究所、社會科學院公共事務研究所、社會科學院社會工作學系,全學年2名。,Fall Semester: August - December；Spring Semester: January - March/April,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,35.9050353
366,威斯康辛大學麥迪遜分校,University of Wisconsin-Madison (UW-Madison),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/366,是,一般組,,大二以上/碩一以上/博一以上學生,,醫學院、法律學院、生物資源暨農學院獸醫學系、生物資源暨農學院獸醫學研究所、管理學院,全學年2名。,Fall Semester: September - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔。,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,43.0802745
432,天普大學,Temple University,美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/432,是,一般組,GPA 達3.20分以上,,,醫學院、管理學院、法律學院、電機資訊學院、生物資源暨農學院獸醫學系、生物資源暨農學院獸醫學研究所、社會科學院新聞研究所,全學年2名。（該校僅開放 Full-Year Exchange）,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,39.981188
364,猶他大學,The University of Utah (U of U),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/364,是,一般組,GPA 達2.60分以上,大二以上(僅限大學部)學生,,醫學院、法律學院,全學年2名。,Fall Semester: August - December；Spring Semester: January - April,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,保證校內住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,,40.7628137
